id,name,features
26645,Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),Comedy
103810,Red 2 (2013),Action|Comedy|Crime|Thriller
2037,Candleshoe (1977),Adventure|Children|Comedy
358,Higher Learning (1995),Drama
2358,Savior (1998),Drama|War
2858,American Beauty (1999),Drama|Romance
4111,Gardens of Stone (1987),Drama|War
35347,Animal Farm (1954),Animation|Drama
2392,Jack Frost (1998),Children|Comedy|Drama
580,Princess Caraboo (1994),Drama
4010,Brewster's Millions (1985),Comedy
26681,Bullet in the Head (1990),Action|Drama|War
315,"Specialist, The (1994)",Action|Drama|Thriller
4022,Cast Away (2000),Drama
3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
32743,Ringu 0: Bâsudei (2000),Drama|Horror|Thriller
26347,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",Comedy|Drama|Romance
4321,City Slickers (1991),Comedy|Western
50147,Black Christmas (2006),Action|Horror|Thriller
118082,The Voices (2014),Comedy|Crime|Thriller
104141,Batman: Mystery of the Batwoman (2003),Action|Animation|Children|Crime
32243,Stealing Rembrandt (Rembrandt) (2003),Action|Comedy|Crime
5218,Ice Age (2002),Adventure|Animation|Children|Comedy
3855,"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama|Romance
1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
5863,Take This Job and Shove It (1981),Comedy
2325,Orgazmo (1997),Comedy
40870,C.R.A.Z.Y. (2005),Drama
3073,"Sandpiper, The (1965)",Drama|Romance
2860,Blue Streak (1999),Comedy
5909,Visitor Q (Bizita Q) (2001),Comedy|Drama|Horror
4546,"Vanishing, The (Spoorloos) (1988)",Drama|Thriller
25887,Tales of Manhattan (1942),Comedy|Drama
7154,Mona Lisa Smile (2003),Drama|Romance
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance
57528,Rambo (Rambo 4) (2008),Action|Drama|Thriller|War
4367,Lara Croft: Tomb Raider (2001),Action|Adventure
2041,Condorman (1981),Action|Adventure|Children|Comedy
122,Boomerang (1992),Comedy|Romance
27784,One Missed Call (Chakushin ari) (2003),Horror|Mystery
60904,Heart of a Dog (Sobachye serdtse) (1988),Comedy|Drama|Sci-Fi
1934,You Can't Take It with You (1938),Comedy|Romance
8982,I Am David (2003),Drama
68073,Pirate Radio (2009),Comedy|Drama
2988,Melvin and Howard (1980),Drama
389,"Colonel Chabert, Le (1994)",Drama|Romance|War
5069,Escaflowne: The Movie (Escaflowne) (2000),Action|Adventure|Animation|Drama|Fantasy
26399,Five Deadly Venoms (1978),Action
41627,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967),Action|Drama
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",Documentary
72591,"Patriot, The (1998)",Action|Thriller
59604,"Girl Next Door, The (2007)",Crime|Drama|Horror|Thriller
5444,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi
3926,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi
4210,Manhunter (1986),Action|Crime|Drama|Horror|Thriller
4715,"Awakening, The (1980)",Horror
90057,Take Shelter (2011),Drama
7202,Beyond Re-Animator (2003),Horror
151311,Wiener-Dog (2016),Comedy
74789,Alice in Wonderland (2010),Adventure|Fantasy|IMAX
1207,To Kill a Mockingbird (1962),Drama
65810,Notorious (2009),Drama|Musical
2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance
179813,LBJ (2017),Drama
2991,Live and Let Die (1973),Action|Adventure|Thriller
49110,Mom and Dad Save the World (1992),Comedy|Sci-Fi
182297,Porky in Wackyland (1938),Animation|Comedy|Fantasy
3120,"Distinguished Gentleman, The (1992)",Comedy
7017,Passenger 57 (1992),Action|Thriller
8264,Grey Gardens (1975),Documentary
133712,Office Romance (1977),Comedy|Romance
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
36276,Hidden (a.k.a. Cache) (Caché) (2005),Drama|Mystery|Thriller
2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
4458,Africa: The Serengeti (1994),Documentary|IMAX
158966,Captain Fantastic (2016),Drama
556,"War Room, The (1993)",Documentary
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
5111,"Good Son, The (1993)",Drama|Thriller
91873,Joyful Noise (2012),Comedy|Musical
4624,Meet the Feebles (1989),Animation|Comedy|Musical
1272,Patton (1970),Drama|War
4827,"Boogeyman, The (1980)",Horror
4204,Losin' It (1983),Comedy
50613,Dead Meat (2004),Horror
62970,Tin Man (2007),Adventure|Fantasy|Sci-Fi
8604,Taxi (1998),Action|Comedy
117877,The Rabbi's Cat (Le chat du rabbin) (2011),Adventure|Animation
177285,Sword Art Online The Movie: Ordinal Scale (2017),Action|Adventure|Animation|Fantasy|Sci-Fi
54934,"Brothers Solomon, The (2007)",Comedy
71500,Trick 'r Treat (2007),Comedy|Horror|Thriller
5875,Personal Velocity (2002),Drama
722,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary
155064,The Neon Demon (2016),Drama|Horror|Mystery
115203,"Culture High, The (2014)",Documentary
146,"Amazing Panda Adventure, The (1995)",Adventure|Children
166568,Miss Sloane (2016),Thriller
166024,Whiplash (2013),(no genres listed)
6184,"Man Who Fell to Earth, The (1976)",Drama|Sci-Fi
2435,Hurlyburly (1998),Drama
376,"River Wild, The (1994)",Action|Thriller
4138,My Demon Lover (1987),Comedy|Horror
132796,San Andreas (2015),Action|Drama|Thriller
27846,"Corporation, The (2003)",Documentary
3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War
303,"Quick and the Dead, The (1995)",Action|Thriller|Western
1499,Anaconda (1997),Action|Adventure|Thriller
71106,Frequently Asked Questions About Time Travel (2009),Comedy|Sci-Fi
541,Blade Runner (1982),Action|Sci-Fi|Thriller
3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance
54274,I Know Who Killed Me (2007),Crime|Drama|Thriller
91688,Salvation Boulevard (2011),Comedy|Thriller
97913,Wreck-It Ralph (2012),Animation|Comedy
4966,"Incredible Shrinking Man, The (1957)",Sci-Fi|Thriller
58803,21 (2008),Crime|Drama|Romance|Thriller
5463,Reign of Fire (2002),Action|Adventure|Fantasy
65601,My Bloody Valentine 3-D (2009),Horror|Thriller
8667,A Home at the End of the World (2004),Drama|Romance
4723,"Deep End, The (2001)",Drama
4124,Jaws: The Revenge (1987),Horror|Thriller
5505,"Good Girl, The (2002)",Comedy|Drama
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
3675,White Christmas (1954),Comedy|Musical|Romance
1358,Sling Blade (1996),Drama
3500,Mr. Saturday Night (1992),Comedy|Drama
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
174479,Unedited Footage of a Bear (2014),Horror|Thriller
34540,Pretty Persuasion (2005),Comedy|Drama
138036,The Man from U.N.C.L.E. (2015),Action|Adventure|Comedy
106330,Last Vegas (2013),Comedy|Drama|Romance
105585,Machete Kills (Machete 2) (2013),Action|Crime|Thriller
32314,Incident at Loch Ness (2004),Adventure|Comedy|Documentary
7041,Trapped in Paradise (1994),Comedy|Crime
130518,The Amazing Screw-On Head (2006),Action|Adventure|Animation|Comedy|Sci-Fi
901,Funny Face (1957),Comedy|Musical
7069,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",Drama
3897,Almost Famous (2000),Drama
472,I'll Do Anything (1994),Comedy|Drama
1844,Live Flesh (Carne trémula) (1997),Drama|Romance
168250,Get Out (2017),Horror
2177,Family Plot (1976),Comedy|Thriller
6322,Confidence (2003),Crime|Thriller
1412,Some Mother's Son (1996),Drama
24,Powder (1995),Drama|Sci-Fi
918,Meet Me in St. Louis (1944),Musical
53123,Once (2006),Drama|Musical|Romance
107410,Guest from the Future (Gostya iz buduschego) (1985),Adventure|Drama|Sci-Fi
137345,That Demon Within (2014),Crime|Thriller
105755,"Counselor, The (2013)",Crime|Drama|Thriller
183897,Isle of Dogs (2018),Animation|Comedy
6720,Kuffs (1992),Action|Comedy|Crime
160341,Bloodmoon (1997),Action|Thriller
1882,Godzilla (1998),Action|Sci-Fi|Thriller
70663,"I Love You, Beth Cooper (2009)",Comedy|Romance
6666,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",Comedy|Drama|Fantasy
6119,Santa Claus Is a Stinker (Le Père Noël est une ordure) (1982),Comedy
79333,Watch Out for the Automobile (Beregis avtomobilya) (1966),Comedy|Crime|Romance
1658,"Life Less Ordinary, A (1997)",Romance|Thriller
1465,Rosewood (1997),Action|Drama
155168,Fraktus (2012),Comedy
51662,300 (2007),Action|Fantasy|War|IMAX
162414,Moonlight,Drama
2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller
72407,"Twilight Saga: New Moon, The (2009)",Drama|Fantasy|Horror|Romance|Thriller
2335,"Waterboy, The (1998)",Comedy
4926,Everybody's Famous! (Iedereen beroemd!) (2000),Comedy|Drama|Musical
2937,"Palm Beach Story, The (1942)",Comedy
130840,Spring (2015),Horror|Romance|Sci-Fi
176389,The Nut Job 2: Nutty by Nature (2017),Adventure|Animation|Children|Comedy
109317,Someone Marry Barry (2014),Comedy
835,Foxfire (1996),Drama
89840,Killer Elite (2011),Action|Thriller
70301,Obsessed (2009),Crime|Drama|Thriller
169958,Buster's Mal Heart (2017),Drama|Mystery
41712,"Room for Romeo Brass, A (1999)",Comedy|Drama
55069,"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile) (2007)",Drama
8981,Closer (2004),Drama|Romance
109895,Bad Words (2013),Comedy
1616,"Peacemaker, The (1997)",Action|Thriller|War
88812,30 Minutes or Less (2011),Action|Comedy|Crime
157130,Despite the Falling Snow (2016),Drama|Romance|Thriller
1911,Dr. Dolittle (1998),Comedy
133716,Bootleggers (1961),Comedy|Crime
3981,Red Planet (2000),Action|Sci-Fi|Thriller
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
4,Waiting to Exhale (1995),Comedy|Drama|Romance
27480,Dead or Alive 2: Tôbôsha (2000),Action|Crime|Thriller
45106,American Dreamz (2006),Comedy|Drama
5991,Chicago (2002),Comedy|Crime|Drama|Musical
82242,Rare Exports: A Christmas Tale (Rare Exports) (2010),Action|Comedy
70687,Paper Heart (2009),Comedy|Documentary|Drama|Romance
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller
2332,Belly (1998),Crime|Drama
2757,Frances (1982),Drama
60538,Shrooms (2007),Horror|Thriller
33725,It's All Gone Pete Tong (2004),Comedy|Drama|Musical
6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
64620,Frost/Nixon (2008),Drama
81681,I Shot Jesse James (1949),Drama|Romance|Western
6203,Life Stinks (1991),Comedy
6246,Talent for the Game (1991),Drama
39446,Saw II (2005),Horror|Thriller
2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller
69951,"Imaginarium of Doctor Parnassus, The (2009)",Drama|Fantasy
4810,I Never Promised You a Rose Garden (1977),Drama
3260,Howards End (1992),Drama
139747,Before We Go (2014),Romance
43708,Block Party (a.k.a. Dave Chappelle's Block Party) (2005),Comedy|Documentary
5139,"Bad News Bears, The (1976)",Comedy
41569,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
3830,Psycho Beach Party (2000),Comedy|Horror|Thriller
5007,Topkapi (1964),Adventure|Comedy|Thriller
3098,"Natural, The (1984)",Drama
733,"Rock, The (1996)",Action|Adventure|Thriller
43460,Tristram Shandy: A Cock and Bull Story (2005),Comedy|Drama
100326,Stand Up Guys (2012),Comedy|Crime
2378,Police Academy (1984),Comedy|Crime
47384,Zoom (2006),Adventure|Comedy|Drama|Fantasy
287,Nina Takes a Lover (1994),Comedy|Romance
113345,Jupiter Ascending (2015),Action|Adventure|Sci-Fi
43558,Big Momma's House 2 (2006),Action|Comedy|Crime
5076,"Adventures of Huck Finn, The (1993)",Adventure|Children|Comedy|Drama
1007,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western
1446,Kolya (Kolja) (1996),Comedy|Drama
7324,Hidalgo (2004),Adventure|Drama
2071,And the Band Played On (1993),Drama
142550,Ryuzo and the Seven Henchmen (2015),Action|Comedy
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
152091,The Brothers Grimsby (2016),Comedy
54796,2 Days in Paris (2007),Comedy|Drama|Romance
7234,"Strada, La (1954)",Drama
3203,Dead Calm (1989),Thriller
6249,Boat Trip (2003),Comedy
31116,Sergeant York (1941),Drama|War
37739,"Greatest Game Ever Played, The (2005)",Drama
2148,House (1986),Comedy|Fantasy|Horror
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
101864,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX
3691,Private School (1983),Comedy
1816,Two Girls and a Guy (1997),Comedy|Drama
2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical
8978,Christmas with the Kranks (2004),Children|Comedy
114335,La cravate (1957),(no genres listed)
4110,"Fourth Protocol, The (1987)",Thriller
129250,Superfast! (2015),(no genres listed)
129229,Northmen - A Viking Saga (2014),Action|Adventure
1757,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance
8530,Dear Frankie (2004),Drama|Romance
90943,Into the Abyss (2011),Documentary
44243,Leprechaun 4: In Space (1997),Comedy|Fantasy|Horror|Sci-Fi
6998,House of Cards (1993),Drama
1507,Paradise Road (1997),Drama|War
640,Diabolique (1996),Drama|Thriller
76077,Hot Tub Time Machine (2010),Comedy|Sci-Fi
34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",Drama
8126,Shock Corridor (1963),Drama
2956,Someone to Watch Over Me (1987),Action|Crime|Thriller
2383,Police Academy 6: City Under Siege (1989),Comedy|Crime
504,No Escape (1994),Action|Drama|Sci-Fi
5308,Three Men and a Baby (1987),Comedy
8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",Comedy|Drama
33126,"Frisco Kid, The (1979)",Comedy|Western
26158,Closely Watched Trains (Ostre sledované vlaky) (1966),Comedy|Drama|War
1995,Poltergeist II: The Other Side (1986),Horror|Thriller
2521,Airport 1975 (1974),Action|Drama|Thriller
119964,A Merry Friggin' Christmas (2014),Comedy
3577,Two Moon Junction (1988),Drama|Romance
2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller
5247,Smokey and the Bandit (1977),Action|Comedy
5524,Blue Crush (2002),Adventure|Drama|Romance
155659,Florence Foster Jenkins (2016),Comedy|Drama
89028,Don't Be Afraid of the Dark (2010),Horror|Thriller
8894,Orca: The Killer Whale (1977),Action|Drama|Horror|Thriller
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance
1921,Pi (1998),Drama|Sci-Fi|Thriller
139855,Anomalisa (2015),Animation|Comedy|Fantasy
3548,Auntie Mame (1958),Comedy|Drama
49688,"Dam Busters, The (1955)",Action|Drama|War
923,Citizen Kane (1941),Drama|Mystery
96520,Prime Suspect: The Lost Child (1995),Drama|Mystery
8844,Camera Buff (Amator) (1979),Drama
75805,"Bounty Hunter, The (2010)",Action|Comedy|Romance
91976,"Grey, The (2012)",Action|Drama
131656,Shaun the Sheep Movie (2015),Adventure|Animation|Children|Comedy
61628,Sunflower (Xiang ri kui) (2005),Drama
7020,Proof (1991),Comedy|Drama|Romance
3155,Anna and the King (1999),Drama|Romance
1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
4017,Pollock (2000),Drama
5269,"Piano Teacher, The (La pianiste) (2001)",Drama
66090,Eden Lake (2008),Horror|Thriller
98836,Hyde Park on Hudson (2012),Comedy|Drama
1881,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical
176371,Blade Runner 2049 (2017),Sci-Fi
8501,"Hitcher, The (1986)",Action|Thriller
2962,Fever Pitch (1997),Comedy|Romance
40,"Cry, the Beloved Country (1995)",Drama
6057,Biker Boyz (2003),Action|Crime|Drama
148238,A Very Murray Christmas (2015),Comedy
59738,All the Boys Love Mandy Lane (2006),Horror|Mystery|Thriller
52281,Grindhouse (2007),Action|Crime|Horror|Sci-Fi|Thriller
74545,"Ghost Writer, The (2010)",Drama|Mystery|Thriller
33896,3 Extremes (Three... Extremes) (Saam gaang yi) (2004),Horror
4006,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi
114180,"Maze Runner, The (2014)",Action|Mystery|Sci-Fi
334,Vanya on 42nd Street (1994),Drama
113705,"Two Days, One Night (Deux jours, une nuit) (2014)",Drama
86295,Scream 4 (2011),Comedy|Horror|Mystery|Thriller
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War
6702,Dickie Roberts: Former Child Star (2003),Comedy
5465,All About Lily Chou-Chou (Riri Shushu no subete) (2001),Crime|Drama|Thriller
117887,Paddington (2014),Children|Comedy
26567,Club Paradise (1986),Comedy
2117,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
627,"Last Supper, The (1995)",Drama|Thriller
5284,Crush (2001),Comedy|Romance
8998,That's Entertainment (1974),Documentary
95839,"Christmas Carol, A (1999)",Drama|Fantasy
6978,Slacker (1991),Comedy|Drama
73319,Leap Year (2010),Comedy|Romance
3871,Shane (1953),Drama|Western
26686,Ghost Dad (1990),Comedy|Fantasy
790,"Unforgettable Summer, An (Un été inoubliable) (1994)",Drama
6936,Elf (2003),Children|Comedy|Fantasy
6182,"Thrill of It All, The (1963)",Comedy
167538,Microwave Massacre (1983),Horror
136562,Steve Jobs (2015),Drama
3168,Easy Rider (1969),Adventure|Drama
6664,Commando (1985),Action|Adventure
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller
757,Ashes of Time (Dung che sai duk) (1994),Drama
91653,We Bought a Zoo (2011),Comedy|Drama
1331,Audrey Rose (1977),Horror
110826,Brick Mansions (2014),Action|Crime|Drama
5238,Return of the Secaucus 7 (1980),Drama
99917,Upstream Color (2013),Romance|Sci-Fi|Thriller
1997,"Exorcist, The (1973)",Horror|Mystery
7657,Versus (2000),Action|Comedy|Fantasy|Horror
75341,Remember Me (2010),Drama|Romance
134019,The Monkey King (1964),Animation
2839,West Beirut (West Beyrouth) (1998),Drama
33669,"Sisterhood of the Traveling Pants, The (2005)",Adventure|Comedy|Drama
63479,Sex Drive (2008),Comedy
52,Mighty Aphrodite (1995),Comedy|Drama|Romance
69131,Killshot (2008),Action|Crime|Drama|Thriller
81417,Paranormal Activity 2 (2010),Horror|IMAX
74580,"Spy Next Door, The (2010)",Action|Children|Comedy
3310,"Kid, The (1921)",Comedy|Drama
26750,Quigley Down Under (1990),Adventure|Drama|Western
31000,Sweet Liberty (1986),Comedy
4212,Death on the Nile (1978),Crime|Mystery
101962,Wolf Children (Okami kodomo no ame to yuki) (2012),Animation|Fantasy
92094,Einstein and Eddington (2008),Drama
1432,Metro (1997),Action|Comedy|Crime|Drama|Thriller
378,Speechless (1994),Comedy|Romance
97870,"Sessions, The (Surrogate, The) (2012)",Drama
52375,"Hoax, The (2007)",Crime|Drama
95543,Ice Age 4: Continental Drift (2012),Adventure|Animation|Comedy
8158,Rush (1991),Crime|Drama
4161,"Mexican, The (2001)",Action|Comedy
6425,"6th Man, The (Sixth Man, The) (1997)",Comedy
73808,"Chaser, The (Chugyeogja) (2008)",Crime|Drama|Thriller
48150,"Woods, The (2006)",Horror
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller
305,Ready to Wear (Pret-A-Porter) (1994),Comedy
7377,"United States of Leland, The (2003)",Crime|Drama
4776,Training Day (2001),Crime|Drama|Thriller
1003,Extreme Measures (1996),Drama|Thriller
8920,"Country Girl, The (1954)",Drama
4394,Beach Blanket Bingo (1965),Comedy|Musical
66785,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)",Action|Adventure|Comedy|Western
40581,Just Friends (2005),Comedy|Romance
6860,Mobsters (1991),Crime|Drama
32179,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958),Crime|Drama|Thriller
6095,Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982),Action
78174,Sex and the City 2 (2010),Comedy|Drama|Romance
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
186587,Rampage (2018),Action|Adventure|Sci-Fi
6853,Campus Man (1987),Comedy
136864,Batman v Superman: Dawn of Justice (2016),Action|Adventure|Fantasy|Sci-Fi
7176,Crimson Gold (Talaye sorgh) (2003),Drama
131104,The Brain (1969),Comedy|Crime
60471,Rogue (2007),Action|Adventure|Horror|Sci-Fi|Thriller
3269,Forever Young (1992),Drama|Romance|Sci-Fi
4495,Crossing Delancey (1988),Comedy|Romance
5312,Murder by Numbers (2002),Crime|Thriller
4113,"Glass Menagerie, The (1987)",Drama
3295,Raining Stones (1993),Drama
3148,"Cider House Rules, The (1999)",Drama
5954,25th Hour (2002),Crime|Drama
478,Jimmy Hollywood (1994),Comedy|Crime|Drama
7845,Tremors II: Aftershocks (1996),Comedy|Horror|Sci-Fi
48741,"U.S. vs. John Lennon, The (2006)",Documentary
6827,It's Pat (1994),Comedy
2004,Gremlins 2: The New Batch (1990),Comedy|Horror
2302,My Cousin Vinny (1992),Comedy
6768,Luther (2003),Drama
728,Cold Comfort Farm (1995),Comedy
3632,Monsieur Verdoux (1947),Comedy|Crime
73676,Robin-B-Hood (Bo bui gai wak) (2006),Action|Comedy|Drama
66427,My Name Is Bruce (2007),Comedy|Horror
49793,We Are Marshall (2006),Drama
5440,She Wore a Yellow Ribbon (1949),Western
2342,Hard Core Logo (1996),Comedy|Drama
2672,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
3836,Kelly's Heroes (1970),Action|Comedy|War
7379,The Alamo (2004),Drama|War|Western
106441,"Book Thief, The (2013)",Children|Drama|War
33004,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi
141400,Invincible Shaolin (1978),Action
3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary
42740,Looking for Comedy in the Muslim World (2005),Comedy
3965,"Strange Love of Martha Ivers, The (1946)",Drama|Film-Noir
692,Solo (1996),Action|Sci-Fi|Thriller
3590,"Lords of Flatbush, The (1974)",Comedy|Drama
4289,"City of Women, The (Città delle donne, La) (1980)",Comedy|Drama
156675,Project X (1968),Mystery|Sci-Fi
2356,Celebrity (1998),Comedy
115667,"Love, Rosie (2014)",Comedy|Romance
102823,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000),Documentary
15,Cutthroat Island (1995),Action|Adventure|Romance
2141,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
4056,"Pledge, The (2001)",Crime|Drama|Mystery|Thriller
27075,Addams Family Reunion (1998),Children|Comedy|Fantasy
27178,In July (Im Juli) (2000),Comedy|Romance
40478,Night of the Lepus (1972),Horror|Sci-Fi|Thriller
2746,Little Shop of Horrors (1986),Comedy|Horror|Musical
95473,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992),Action|Adventure|Animation
4065,Foxy Brown (1974),Action|Crime|Drama
7024,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",Drama
1772,Blues Brothers 2000 (1998),Action|Comedy|Musical
112852,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi
117895,Maze Runner: Scorch Trials (2015),Action|Thriller
104245,Planes (2013),Adventure|Animation|Comedy
7302,"Thief of Bagdad, The (1924)",Action|Adventure|Fantasy
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama
94780,Snow White and the Huntsman (2012),Action|Adventure|Drama
605,One Fine Day (1996),Drama|Romance
6232,Born Free (1966),Adventure|Children|Drama
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
3929,"Bank Dick, The (1940)",Comedy
48142,"Black Dahlia, The (2006)",Crime|Drama|Mystery|Thriller
55492,"Last Winter, The (2006)",Horror
100383,Side Effects (2013),Crime|Drama|Mystery|Thriller
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi
2167,Blade (1998),Action|Horror|Thriller
6692,Stoked: The Rise and Fall of Gator (2002),Documentary
3015,Coma (1978),Thriller
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
7179,Wuthering Heights (1992),Drama|Romance
25753,Greed (1924),Drama
