id,name,features
4541,"Serpent and the Rainbow, The (1988)",Horror
91628,New Year's Eve (2011),Comedy|Romance
140038,Madly in Love (1981),Comedy
157865,Ratchet & Clank (2016),Action|Adventure|Animation|Children|Comedy|Sci-Fi
357,Four Weddings and a Funeral (1994),Comedy|Romance
78209,Get Him to the Greek (2010),Comedy
6902,Interstate 60 (2002),Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
1440,Amos & Andrew (1993),Comedy
152081,Zootopia (2016),Action|Adventure|Animation|Children|Comedy
7443,This So-Called Disaster (2003),Documentary
3442,Band of the Hand (1986),Action|Crime|Drama
148424,Chi-Raq (2015),Comedy|Drama
133115,We Could Be King (2014),Documentary
57526,Untraceable (2008),Crime|Thriller
4251,Chopper (2000),Drama|Thriller
4202,Fuzz (1972),Drama
105,"Bridges of Madison County, The (1995)",Drama|Romance
3016,Creepshow (1982),Horror
3586,The Idolmaker (1980),Drama|Romance
6857,Ninja Scroll (Jûbei ninpûchô) (1995),Action|Adventure|Animation|Fantasy
126430,The Pacific (2010),Action|Adventure|Drama|War
100194,Jim Jefferies: Fully Functional (EPIX) (2012),Comedy
4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller
2248,Say Anything... (1989),Comedy|Drama|Romance
37736,Oliver Twist (2005),Drama
1518,Breakdown (1997),Action|Thriller
8137,"Wasp Woman, The (1959)",Horror|Sci-Fi
1040,"Secret Agent, The (1996)",Drama
67508,"Baader Meinhof Komplex, Der (2008)",Action|Crime|Drama|Thriller
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
2568,"Mod Squad, The (1999)",Action|Crime
6816,Three O'Clock High (1987),Comedy
81834,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX
105954,All Is Lost (2013),Action|Adventure|Drama
122890,Warcraft (2016),Action|Adventure|Fantasy
135885,Absolutely Anything (2015),Comedy|Sci-Fi
142424,Into the Forest (2015),Drama|Sci-Fi
8033,How to Steal a Million (1966),Comedy|Crime|Romance
7616,Body Double (1984),Mystery|Thriller
1665,Bean (1997),Comedy
2829,"Muse, The (1999)",Comedy
2160,Rosemary's Baby (1968),Drama|Horror|Thriller
2389,Psycho (1998),Crime|Horror|Thriller
4728,Rat Race (2001),Comedy
128914,Tom Segura: Completely Normal (2014),Comedy
52967,Away from Her (2006),Drama
283,New Jersey Drive (1995),Crime|Drama
8771,Sherlock Holmes: Terror by Night (1946),Crime|Mystery|Thriller
6013,Kangaroo Jack (2003),Action|Comedy
80463,"Social Network, The (2010)",Drama
62344,Rachel Getting Married (2008),Drama|Romance
99813,"Batman: The Dark Knight Returns, Part 2 (2013)",Action|Animation
7647,Noises Off... (1992),Comedy
8142,Dead or Alive: Hanzaisha (1999),Action|Crime
1564,For Roseanna (Roseanna's Grave) (1997),Comedy|Drama|Romance
6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi
26150,Andrei Rublev (Andrey Rublyov) (1969),Drama|War
77931,Stingray Sam (2009),Comedy|Musical|Sci-Fi|Western
69746,Watchmen: Tales of the Black Freighter (2009),Action|Adventure|Animation|Horror
32213,Cube Zero (2004),Horror|Mystery|Sci-Fi|Thriller
53453,Starcrash (a.k.a. Star Crash) (1978),Action|Adventure|Fantasy|Sci-Fi
1769,"Replacement Killers, The (1998)",Action|Crime|Thriller
162,Crumb (1994),Documentary
162478,Masterminds (2016),Action|Comedy|Crime
27513,Dog Days (Hundstage) (2001),Drama
112727,Deliver Us from Evil (2014),Crime|Horror|Thriller
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi
3217,"Star Is Born, A (1937)",Drama
113350,I'll Follow You Down (2013),Drama|Mystery|Sci-Fi
8225,Night of the Living Dead (1990),Horror
4217,4 Little Girls (1997),Documentary
81819,Biutiful (2010),Drama
4238,Along Came a Spider (2001),Action|Crime|Mystery|Thriller
98203,"Twilight Saga: Breaking Dawn - Part 2, The (2012)",Adventure|Drama|Fantasy|Romance|IMAX
94018,Battleship (2012),Action|Sci-Fi|Thriller|IMAX
66371,Departures (Okuribito) (2008),Drama
6033,Mystery Date (1991),Comedy
152077,10 Cloverfield Lane (2016),Thriller
5646,Valmont (1989),Drama|Romance
3326,What Planet Are You From? (2000),Comedy|Sci-Fi
27778,Ginger Snaps Back: The Beginning (2004),Fantasy|Horror
124851,Delirium (2014),Adventure|Romance|Sci-Fi
5635,"Man from Elysian Fields, The (2001)",Drama
160422,The Wooden Horse (1950),Drama|War
3792,Duel in the Sun (1946),Drama|Romance|Western
45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy
2417,Heartburn (1986),Comedy|Drama
140541,The Electric Hotel (1908),Animation|Comedy|Sci-Fi
3130,Bonfire of the Vanities (1990),Comedy|Crime|Drama
6588,And Now... Ladies and Gentlemen... (2002),Romance|Thriller
4621,Look Who's Talking (1989),Comedy|Romance
3843,Sleepaway Camp (1983),Horror
94833,"Pirates! Band of Misfits, The (2012)",Adventure|Animation|Children|Comedy
74868,Dorian Gray (2009),Drama|Horror|Sci-Fi
173235,Tokyo Idols (2017),Documentary
3599,Anchors Aweigh (1945),Comedy|Musical
7419,After Hours (1985),Comedy|Thriller
6254,"Awful Truth, The (1937)",Comedy|Romance
151317,Maggie's Plan (2015),Comedy
174551,Obsession (1965),Comedy
7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
161830,Body (2015),Drama|Horror|Thriller
8387,Police Academy: Mission to Moscow (1994),Comedy|Crime
6407,"Walk, Don't Run (1966)",Comedy|Romance
3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller
103027,Much Ado About Nothing (2012),Comedy|Drama|Romance
44974,Hard Candy (2005),Drama|Thriller
131023,That Sugar Film (2014),Documentary
4055,Panic (2000),Drama
3455,Buddy Boy (1999),Drama|Thriller
26142,Major Dundee (1965),Adventure|War|Western
50068,Letters from Iwo Jima (2006),Drama|War
55,Georgia (1995),Drama
5267,"Rookie, The (2002)",Drama
113416,Revenge of the Green Dragons (2014),Action|Crime|Drama
1496,Anna Karenina (1997),Drama|Romance
